company_name,description,current_stage,partners,founders,sectors,first_partnered_stage,first_partnered_year,first_partnered_date,initial_investment_type,exit_type,exit_description,company_profile_url,company_url,twitter_url,logo_url,image_url,source_url,scraped_at
BaubleBar,Retailer for on-trend women's jewelry,Early Stage,,Amy Jain; Daniella Yacobovsky,,Early Stage,2010,2010,seed,,,https://www.accel.com/companies/baublebar,http://www.baublebar.com,https://twitter.com/baublebar,https://cdn.sanity.io/images/458oembh/production/f0b7e209e8651832732e8edb33512594a85df07d-810x92.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
BeReal,Media sharing app,Early Stage,Sonali De Rycker,Alexis Barreyat; Kévin Perreau,,Early Stage,2021,2021,series-a,Acquired,by Voodoo,https://www.accel.com/companies/bereal,https://bere.al/en,https://twitter.com/bereal_app,https://cdn.sanity.io/images/458oembh/production/8ce2ef9f02dcb1402067a197b04ac28d1b0ecf29-546x123.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Beaconstac,Cloud-based mobile marketing platform for physical-to-digital experience management,Early Stage,Shekhar Kirani,"[""Sharat Potharaju"", ""Ravi Pratap""]",,Early Stage,2011,2011,seed,,,https://www.accel.com/companies/beaconstac,http://www.mobstac.com,https://twitter.com/beaconstac,,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Beam,Financial management platform for construction industry,Early Stage,Amit Kumar,Adam Eagle,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/beam,https://www.usebeam.co/,https://twitter.com/usebeamco,https://cdn.sanity.io/images/458oembh/production/73d6ec5d2dd2590bac46df0e7ce0f99b48b0b750-359x150.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Beek,Audio platform in Latin America,Early Stage,Daniel Levine,Pamela Valdes Esteva,,Early Stage,2020,2020,seed,,,https://www.accel.com/companies/beek,https://beek.io/,,https://cdn.sanity.io/images/458oembh/production/1037218e27e5c6b4a5e944d3ff71562d55e4e2d0-224x60.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Behtar,Supply chain financing for fast-moving consumer goods,,Mahendran Balachandran,Venkatesh Upadhyay,,,,,,,,https://www.accel.com/companies/behtar,,,,,https://www.accel.com/companies,2026-05-29T18:35:24Z
BestDoc,Intelligent patient relationship management (PRM) system,Early Stage,Barath Shankar Subramanian,Afsal Salu; Fayaz Bin Abdu,,Early Stage,2020,2020,seed,,,https://www.accel.com/companies/bestdoc,https://www.bestdocapp.com/,,https://cdn.sanity.io/images/458oembh/production/93df3dba7c44a50babffecb7dccdfcb0b74949a9-756x524.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
BetterCloud,SaaS operations management platform,Late Stage,Arun Mathew,David Politis,,Late Stage,2015,2015,,,,https://www.accel.com/companies/bettercloud,http://www.bettercloud.com,https://twitter.com/bettercloud,https://cdn.sanity.io/images/458oembh/production/22b088de9d1d49d7716dd977888167262a0599ee-740x188.svg,https://cdn.sanity.io/images/458oembh/production/b7d888dba0883b5e7d580078c35255e9b0ad9f17-680x680.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bevy,Virtual conference and community events software ‍,Late Stage,Ryan Sweeney,Derek Andersen; Alex Bendig; Joel Fernandes,,Late Stage,2020,2020,,,,https://www.accel.com/companies/bevy,https://www.bevy.com/,https://twitter.com/bevyhq,https://cdn.sanity.io/images/458oembh/production/af9c038aa62ba37517380b8f04fae6824894741f-2000x1000.heif,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Binocs,Tax compliance services,Early Stage,Pratik Agarwal,Tonmoy Singhal; Pankaj Garg,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/binocs,https://binocs.co/,https://twitter.com/binocs_co,https://cdn.sanity.io/images/458oembh/production/9e2fadd9cf83904c9d19e20e7175b3a924ec1721-2067x496.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Biostate AI,AI-powered RNA sequencing,Early Stage,Shekhar Kirani,Ashwin Gopinath; David ZhangShe,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/biostate-ai,https://biostate.ai/,https://x.com/biostateai,https://cdn.sanity.io/images/458oembh/production/80588582d632bc0bfef814a4f68cca4a0c88785d-1920x1080.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bird,"Zero friction, omnichannel communication",Early Stage,Miles Clements,Robert Vis; Adriaan Mol,,Early Stage,2017,2017,series-a,,,https://www.accel.com/companies/bird,https://bird.com/en-us/,https://twitter.com/messagebird,https://cdn.sanity.io/images/458oembh/production/539128235cac0900ffd628030b3306d04eaf2587-1052x254.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bird Scooters,"Vehicle sharing for affordable, sustainable rides",Late Stage,Miles Clements,Travis Vanderzanden,,Late Stage,2018,2018,,SPAC,,https://www.accel.com/companies/brds,http://www.bird.co,https://twitter.com/birdride,https://cdn.sanity.io/images/458oembh/production/577a0eb3a8eb75517750e7c80cd97db8752bb5c2-600x486.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bizongo,Online business-to-business marketplace for packaging products,Early Stage,Anand Daniel; Prayank Swaroop,Aniket Deb; Ankit Tomar; Sachin Agrawal,,Early Stage,2015,2015,seed,,,https://www.accel.com/companies/bizongo,http://www.bizongo.com,https://twitter.com/b2bizongo,https://cdn.sanity.io/images/458oembh/production/58155edfbf29bddb871cdc0c0f78f3525888451f-298x400.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
BlaBlaCar,Community-based travel app,Early Stage,Philippe Botteri,Nicolas Brusson; Frédéric Mazzella; Francis Nappez,,Early Stage,2011,2011,,,,https://www.accel.com/companies/blablacar,http://www.blablacar.com,https://twitter.com/blablacar,https://cdn.sanity.io/images/458oembh/production/33656a9417797960c20cdd64ea70120fc700509b-2756x541.svg,https://cdn.sanity.io/images/458oembh/production/3cc1f08ab859c306cdc6193fc0b4e46a99ce04c1-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
BlackBuck,India-based digital trucking platform,Early Stage,Anand Daniel,Rajesh Yabaji; Ramasubramanian B; Chanakya Hridaya,,Early Stage,2015,2015,seed,IPO,NSE: BLACKBUCK,https://www.accel.com/companies/blackbuck,http://www.blackbuck.com,https://twitter.com/blackbuck,https://cdn.sanity.io/images/458oembh/production/61a6a172e11cb022653a0838bf3b4e6e55c7895b-881x294.svg,https://cdn.sanity.io/images/458oembh/production/922eeb328c0e7162c8d48da107fbb41e4fcc3430-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Blackpoint,"Cybersecurity threat hunting, detection, and response technology",Late Stage,Nate Niparko,Jon Murchison,,Late Stage,2023,2023,,,,https://www.accel.com/companies/blackpoint,https://blackpointcyber.com/,https://twitter.com/blackpointus,https://cdn.sanity.io/images/458oembh/production/cd58bdb8a2527c71f23fc6d83a3f591e12c40025-1174x315.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Blameless,End-to-end site reliability engineering,Early Stage,Vas Natarajan,Ashar Rizqi; Lyon Wong,,Early Stage,2018,2018,seed,Acquired,by FireHydrant,https://www.accel.com/companies/blameless,http://www.blameless.com,https://twitter.com/blamelesshq,https://cdn.sanity.io/images/458oembh/production/e7bb7fa6679baae12f9d1345db1cff7982e7cbfe-1118x144.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Blue Jeans Network,Cloud-based video communication platform,Early Stage,Ping Li,Quentin Gallivan (CEO); Alagu Periyannan; Krish Ramakrishnan,,Early Stage,2009,2009,series-a,Acquired,by Verizon,https://www.accel.com/companies/blue-jeans-network,http://www.bluejeans.com,https://twitter.com/bluejeansnet,https://cdn.sanity.io/images/458oembh/production/af4d1aae6e773a150b5228cb8f56cb72fec01893-1000x225.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bluestone,Retailer of fine jewelry and accessories,Early Stage,Prashanth Prakash,Gaurav Singh Kushwaha,,Early Stage,2011,2011,series-a,,,https://www.accel.com/companies/bluestone,http://www.bluestone.com,https://twitter.com/bluestone_com,https://cdn.sanity.io/images/458oembh/production/fde2bff8a2029f6add103eccb9a43fe6e28903e8-554x131.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bonobos,Digitally-native men's fashion brand,Early Stage,Sameer Gandhi,Andy Dunn; Brian Spaly,,Early Stage,2010,2010,,Acquired,by Walmart,https://www.accel.com/companies/bonobos,http://www.bonobos.com,https://twitter.com/bonobos,https://cdn.sanity.io/images/458oembh/production/49fca3bc3210f4e14d6ce8653554ed057087043d-1835x294.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Book My Show,Indian online ticketing service,Early Stage,Prashanth Prakash,Ashish Hemrajani; Rajesh Balpande; Parikshit Dar,,Early Stage,2012,2012,series-a,,,https://www.accel.com/companies/book-my-show,http://www.bookmyshow.com,https://twitter.com/bookmyshow,https://cdn.sanity.io/images/458oembh/production/a9e7469eea23baaeceec1d24f27ec835b9c90fcb-3295x944.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Born,Consumer AI for social connection,Early Stage,Cecilia Wang,Jannis Ringwald; Fabian Kamberi; Stefan Quernhorst,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/born,https://www.born.com/,,https://cdn.sanity.io/images/458oembh/production/88aed6086f8040c1d501b4f3b3d33e5225af559f-1917x774.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Borqs,End-to-end Android software company for building differentiated mobile devices,Late Stage,,Pat Chan; Bob Li,,Late Stage,2017,2017,,IPO,‍NASDAQ: Borqs,https://www.accel.com/companies/borqs,http://www.borqs.com/,https://twitter.com/borqs,https://cdn.sanity.io/images/458oembh/production/fb89304ff3f7b2d3bb1318f15bd0732c859b76b1-108x39.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bounce,Electric 2-wheeler manufacturer,Early Stage,Anand Daniel,Varun Agni; Vivekananda Hallekere; Anil G,,Early Stage,2018,2018,series-a,,,https://www.accel.com/companies/bounce,https://bounceinfinity.com/,https://twitter.com/bounceshare,https://cdn.sanity.io/images/458oembh/production/2bad85e960cea67834afe90b8c18fb6b1164d5d6-899x164.svg,https://cdn.sanity.io/images/458oembh/production/5cd3092f64d4350b6edea6382cc8548bb26540de-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Braintree,Global payment solutions,Early Stage,John Locke; Ryan Sweeney; Andrew Braccia,Bill Ready (CEO); Bryan Johnson,,Early Stage,2011,2011,series-a,Acquired,by PayPal,https://www.accel.com/companies/braintree,http://www.braintreepayments.com,https://twitter.com/braintree,https://cdn.sanity.io/images/458oembh/production/3e89ae8cdab2e5a13e1042c577f98c80a8481a5a-1326x178.svg,https://cdn.sanity.io/images/458oembh/production/103ea56a322fe114dac283602bc98ebefecf15b8-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Breathe Well-being,Diabetes reversal and chronic care management company,Early Stage,Anand Daniel,Aditya Kaicker; Rohan Verma,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/breathe-well-being,https://www.breathewellbeing.in/,,https://cdn.sanity.io/images/458oembh/production/326f601bad08b9fb55a6dc973a48055b0febcfdd-382x84.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Brick&Bolt,Marketplace providing construction services,Early Stage,Mahendran Balachandran,Jayesh Rajpurohit; Arpit Rajpurohit,,Early Stage,2022,2022,series-a,,,https://www.accel.com/companies/brick-bolt,https://www.bricknbolt.com/,https://twitter.com/BricknBolt,https://cdn.sanity.io/images/458oembh/production/ad15c1d08b610c5c785f7225d39ae4aafdae1bfa-126x21.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bridgetown Research,Research firm delivering custom insights for data-driven decisions and growth,Early Stage,Subrata Mitra; Anagh Prasad,Harsh Sahai,,Early Stage,2024,2024,seed,,,https://www.accel.com/companies/bridgetown-research,https://www.bridgetownresearch.com/,,https://cdn.sanity.io/images/458oembh/production/7946e5befec59483093dace1b5377f7b13d20f64-1920x429.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Brightmail,Email security and anti-spam solutions,Early Stage,,,,Early Stage,1998,1998,,Acquired,by Symantec,https://www.accel.com/companies/brightmail,http://www.brightmail.com,,https://cdn.sanity.io/images/458oembh/production/258893875f25aa29ffd08a3ab50edb94addd34ae-1655x478.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Brik,Green building materials platform enabling direct-to-contractor sales,Early Stage,Prashanth Prakash,Francis Sebastian Anugrah,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/brik,https://brik.id/,,https://cdn.sanity.io/images/458oembh/production/07cc1a292c0c7ebf68852ac2c2d017a78b2563d1-422x200.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
BrowserStack,Web and mobile app testing,Early Stage,Nate Niparko; Ryan Sweeney; Shekhar Kirani,Ritesh Arora; Nakul Aggarwal,,Early Stage,2018,2018,series-a,,,https://www.accel.com/companies/browserstack,http://www.browserstack.com,https://twitter.com/browserstack,https://cdn.sanity.io/images/458oembh/production/db98d5b14ec1f8daa480b9beeb730438765e835a-456x90.png,https://cdn.sanity.io/images/458oembh/production/9c113d16c0d7f325b7837565b6c966f1856e4234-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Brumbrum,Online Italian car reseller,Early Stage,Luca Bocchio,Francesco Banfi,,Early Stage,2018,2018,series-a,Acquired,by Cazoo,https://www.accel.com/companies/brumbrum,http://www.brumbrum.it,https://twitter.com/brumbrumSpA,https://cdn.sanity.io/images/458oembh/production/2b3ff35eafd9ffc9099294c4ac79577c3e7839fb-120x20.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bryter,No-code building platform automating expert knowledge,Early Stage,Ben Dooley,Michael Grupp; Micha-Manuel Bues; Michael Hübl,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/bryter,http://www.bryter.io,https://twitter.com/bryter_io,https://cdn.sanity.io/images/458oembh/production/dcd3c1a3ed1a804615e4bd1f5eb15ead0cab6b33-123x35.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Bumble,"App for dating, friend-finding, and career building",Early Stage,Miles Clements; Christine Esserman,Whitney Wolfe Herd,,Early Stage,2020,2020,series-a,IPO,NASDAQ: BMBL,https://www.accel.com/companies/bumble,http://www.bumble.com,https://twitter.com/bumble,https://cdn.sanity.io/images/458oembh/production/3b15f3f613d5d7048ec9fe2b9ccadf0d53ad8844-169x30.svg,https://cdn.sanity.io/images/458oembh/production/f9d3f594a19625dbaf1845a5e02d64321f7fb225-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Calastone,Global transaction network for mutual funds,,Sonali De Rycker,Julien Hammerson (CEO); Ian Taylor; Philip Goffin,,,2013,2013,,Acquired,by The Carlyle Group,https://www.accel.com/companies/calastone,http://www.calastone.com,https://twitter.com/calastoneltd,https://cdn.sanity.io/images/458oembh/production/668da87fb316238ee91930ede6f88ba7863e2fd6-565x80.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
CallSign,Mobile multi-factor authentication engine,Early Stage,Harry Nelis,Zia Hayat,,Early Stage,2017,2017,series-a,,,https://www.accel.com/companies/callsign,http://www.callsign.com,https://twitter.com/callsign,https://cdn.sanity.io/images/458oembh/production/2f4251580c5e477a03acb1968e31866488e97813-566x188.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Cambridge Aerospace,"""Iron dome"" defense system for Europe",Early Stage,Harry Nelis,Steven Barrett; Junaid Hussain,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/cambridge-aerospace,https://www.cambridgeaerospace.com/,,https://cdn.sanity.io/images/458oembh/production/1e9fa419aa83b5cab188c057d02a645eb0efdfe3-1854x542.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Campaign Monitor,Email marketing platform,Early Stage,Ryan Sweeney,Wellford Dillard (CEO); Ben Richardson; Dave Greiner,,Early Stage,2014,2014,series-a,,,https://www.accel.com/companies/campaign-monitor,http://www.campaignmonitor.com,https://twitter.com/campaignmonitor,https://cdn.sanity.io/images/458oembh/production/d40ea3662fcac5e3a121e7f8268f4dda8a6ffb28-2186x475.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Campfire,AI-enabled ERP,Early Stage,John Locke; Christine Esserman,John Glasgow,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/campfire,https://campfire.ai/,https://twitter.com/meet_campfire,https://cdn.sanity.io/images/458oembh/production/9fdfd7dffb3efb990156ecfd58797c43ef107292-2071x390.heif,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Can Capital,Capital for small and medium-sized businesses,Late Stage,,Edward Siciliano (CEO); Gary Johnson,,Late Stage,2011,2011,,,,https://www.accel.com/companies/can-capital,http://www.cancapital.com,https://twitter.com/cancapital,https://cdn.sanity.io/images/458oembh/production/f6a28bc807bd2b375bb1503adcd57fcd099e74b5-1720x193.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
CapriCoast,Modular furniture marketplace,Early Stage,Prashanth Prakash,Jawad Ayaz,,Early Stage,2015,2015,seed,Acquired,by HomeLane,https://www.accel.com/companies/capricoast,http://www.linkedin.com/company/capricoast-home-solutions-pvt-ltd/about/,https://twitter.com/capricoast,https://cdn.sanity.io/images/458oembh/production/659e74f622709c4e6e364f3fa26a11913e5e59c7-248x50.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Captain Fresh,B2B supplier of fish and seafood,Early Stage,Barath Shankar Subramanian,Utham Gowda,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/captain-fresh,https://www.captainfresh.in/,,https://cdn.sanity.io/images/458oembh/production/756fc916548c5c163a95d977793f0295238a1a8b-138x73.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
CaptivateIQ,Commission software automation,Late Stage,Ben Fletcher,Conway Teng; Hubert Wong; Mark Schopmeyer,,Late Stage,2021,2021,,,,https://www.accel.com/companies/captivateiq,http://www.captivateiq.com/,,https://cdn.sanity.io/images/458oembh/production/1626cbbc5e41eaef1fced8359fe947b1904e18e2-172x29.svg,https://cdn.sanity.io/images/458oembh/production/eff487e961b9c855b0273c05fcacd99001d38046-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
